segment_id,avg_speed,variance
1285520201747431424,29.264285714285723,75.06450962732185
1285520201777315840,25.877500000000005,75.6439741667177
1285520201784623104,0.8535714285714285,75.90678098323595
1285520201784623105,8.014285714285714,78.47620824606844
1285520201785442306,38.24821428571429,101.32620046912687
1285520201785442308,45.478571428571435,110.78965087644961
1285520201805725696,18.480357142857144,113.0139048732261
1285520201834692608,1.1696428571428572,113.22977878402007
1285520201834692609,1.9000000000000001,113.30237003221191
1285520201835511808,25.923214285714273,114.2475973554517
1285520201839214592,29.142857142857142,139.57799639378936
1285520201851338752,31.292857142857144,125.01650825911098
1285520201860644864,34.57857142857142,122.8342625654733
1285520201873326080,30.83928571428572,124.24577077219779
1285520201878142976,32.080357142857146,124.48119598726757
1285520201883222018,12.225000000000001,125.60902913585244
1285520201883222020,9.1875,124.45173653192957
1285520201883222022,9.258333333333335,123.1490375267716
1285520201890398208,5.708928571428571,123.42247153002322
1285520201890398209,10.832142857142857,123.66212244331832
1285520201890627584,21.71607142857143,124.37827167871427
1285520201902718976,28.044642857142858,124.93131187328387
1285520201909567488,19.462500000000002,124.9748908596335
1285520201994141696,1.6017857142857144,124.99632690388385
1285520201994141697,0.5107142857142857,124.98846402390099
1285520202007379968,46.50178571428571,119.5676970934359
1285520202015342592,26.183928571428574,119.21994115040751
1285520202023763968,19.418749999999996,119.2083320705914
1285520202023763969,17.44375,118.94208724262161
1285520202032283648,15.062499999999991,118.31911528795274
1285520202040180736,32.151785714285715,117.82571767330504
1285520202045947904,16.90178571428572,118.81447666928437
1285520202046013442,15.707142857142857,120.3913993942968
1285520202046013444,14.619642857142859,121.69114017920543
1285520202049683456,26.54464285714286,123.27311906784108
1285520202053910528,25.22857142857144,123.59471334014425
1285520202073505792,24.792857142857148,128.4713624947424
1285520202074783744,19.91785714285714,127.30941971907481
1285520202083532800,31.5375,127.3397297606422
1285520202109353986,47.5642857142857,125.47512935831075
1285520202109353988,53.942857142857136,124.21698444680653
1285520202109353990,51.86785714285715,122.69571822645932
1285520202109353992,39.098214285714285,120.50248615619198
1285520202118299648,35.405357142857135,120.4770122582273
1285520202134093824,29.694642857142863,120.97501865087118
1285520202147233792,40.348214285714285,120.15851178806695
1285520202150117376,11.751785714285713,120.59558206046692
1285520202155458560,38.21785714285714,126.87341070039467
1285520202158899200,22.13392857142858,127.23980155857565
1285520202166075392,43.653571428571425,122.94281877831675
1285520202177839104,35.03928571428571,122.82927426124718
1285520202182590464,35.23749999999999,122.11422534251253
1285520202195795968,40.862500000000004,121.92983337646228
1285520202213130240,23.946428571428577,122.22484484722655
1285520202217324544,30.794642857142854,122.03082519029492
1285520202237116416,0.3053571428571429,122.03637832863177
1285520202237116417,7.933928571428572,122.16582142246249
1285520202273554432,36.5732142857143,122.23788758339319
1285520202274177024,41.02678571428572,121.78420983797962
1285520202274242560,43.5732142857143,121.35088589583218
1285520202296492034,42.01428571428573,120.27768239654917
1285520202296492036,39.55892857142858,120.31854945580027
1285520202296492038,38.46785714285715,120.53816675743423
1285520202308091904,15.905357142857142,120.64773617937446
1285520202312941570,51.251785714285724,120.47377007922837
1285520202312941572,49.12857142857143,120.2565831453887
1285520202321821696,46.48035714285713,118.22266358249445
1285520202321854466,45.25,117.3672924763445
1285520202321854468,50.987500000000004,116.36416570214304
1285520202321854470,50.72678571428572,115.56815430392699
1285520202338664448,0.0,115.56815430392699
1285520202338664449,2.1714285714285713,115.5827825907038
1285520202364846080,43.89821428571428,113.85869155510639
1285520202373365760,22.43928571428571,118.18803362855577
1285520202405806080,22.826785714285716,117.98789707736772
1285520202463117314,39.97499999999999,117.04698679766058
1285520202463117316,40.591071428571425,117.36830322407486
1285520202483892224,27.298214285714288,117.8042616778369
1285520202497097730,47.34999999999999,116.34705610942709
1285520202497097732,53.632142857142874,115.2450442109065
1285520202501128192,1.0285714285714285,115.24763940677704
1285520202501128193,1.1535714285714285,115.2512760210493
1285520202504470528,28.508928571428566,115.33125999828958
1285520202518003712,21.805357142857144,115.48552237541247
1285520202525605888,33.58749999999999,115.16544688846825
1285520202525638656,19.233928571428567,115.1942424926827
1285520202537500672,41.95000000000001,114.79037474188263
